t,V,m,h,n
0.5,-65.00081247262486,0.052925149487300684,0.5961021889776765,0.3176973001393161
0.51,-65.00082048315356,0.052925246882413825,0.5961022441973354,0.3176972399801389
0.52,-65.00082833696403,0.0529253380166573,0.5961022996807183,0.3176971797065133
0.53,-65.00083603786632,0.05292542310861974,0.5961023554224631,0.3176971193220822
0.54,-65.0008435896705,0.05292550237688975,0.5961024114172082,0.317697058830489
0.55,-65.00085099618661,0.05292557604005595,0.5961024676595915,0.31769699823537684
0.56,-65.00085826122476,0.05292564431670695,0.596102524144251,0.31769693754038875
0.57,-65.00086538859493,0.05292570742543139,0.5961025808658246,0.3176968767491681
0.58,-65.00087238210726,0.05292576558481786,0.5961026378189506,0.3176968158653578
0.59,-65.00087924557174,0.05292581901345498,0.5961026949982667,0.31769675489260135
0.6,-65.00088598279848,0.052925867929931376,0.5961027523984113,0.31769669383454174
0.61,-65.00089259759751,0.052925912552835665,0.5961028100140222,0.31769663269482223
0.62,-65.00089909377891,0.05292595310075645,0.5961028678397374,0.31769657147708597
0.63,-65.00090547515273,0.05292598979228236,0.596102925870195,0.31769651018497613
0.64,-65.00091174552904,0.052926022846002,0.596102984100033,0.3176964488221359
0.65,-65.00091790871788,0.052926052480504,0.5961030425238897,0.31769638739220846
0.66,-65.00092396852932,0.05292607891437696,0.5961031011364026,0.317696325898837
0.67,-65.00092992877342,0.052926102366209496,0.5961031599322102,0.3176962643456646
0.68,-65.00093579326024,0.05292612305459025,0.5961032189059503,0.3176962027363346
0.69,-65.00094156579985,0.052926141198107804,0.5961032780522612,0.31769614107449007
0.7,-65.00094725020229,0.05292615701535079,0.5961033373657806,0.31769607936377425
0.71,-65.00095285027764,0.05292617072490784,0.5961033968411465,0.3176960176078303
0.72,-65.00095836983594,0.05292618254536754,0.5961034564729972,0.31769595581030136
0.73,-65.00096381268726,0.05292619269531853,0.5961035162559706,0.31769589397483067
0.74,-65.00096918264165,0.052926201393349415,0.5961035761847047,0.31769583210506136
0.75,-65.00097448350918,0.0529262088580488,0.5961036362538378,0.31769577020463663
0.76,-65.00097971909993,0.05292621530800533,0.5961036964580075,0.3176957082771997
0.77,-65.00098486773837,0.052926219204459835,0.596103756831306,0.3176956462980242
0.78,-65.00098991934813,0.05292621981575898,0.5961038173862636,0.31769558425811506
0.79,-65.0009949100531,0.05292621961880863,0.5961038780645262,0.31769552219935676
0.8,-65.00099984025718,0.05292621863101342,0.5961039388641807,0.3176954601229658
0.81,-65.00100471036421,0.052926216869777984,0.5961039997833139,0.3176953980301586
0.82,-65.00100952077813,0.05292621435250697,0.5961040608200122,0.31769533592215177
0.83,-65.00101427190275,0.05292621109660499,0.5961041219723627,0.31769527380016155
0.84,-65.00101896414195,0.052926207119476695,0.5961041832384523,0.3176952116654045
0.85,-65.00102359789965,0.05292620243852671,0.5961042446163674,0.317695149519097
0.86,-65.00102817357967,0.05292619707115966,0.5961043061041948,0.31769508736245555
0.87,-65.0010326915859,0.05292619103478021,0.5961043677000215,0.3176950251966967
0.88,-65.00103715232223,0.05292618434679298,0.5961044294019342,0.31769496302303674
0.89,-65.00104155619255,0.05292617702460259,0.5961044912080197,0.3176949008426922
0.9,-65.00104590360067,0.052926169085613685,0.5961045531163643,0.3176948386568795
0.91,-65.00105019495054,0.05292616054723092,0.5961046151250555,0.3176947764668151
0.92,-65.001054430646,0.0529261514268589,0.5961046772321795,0.3176947142737155
0.93,-65.0010586110909,0.05292614174190228,0.5961047394358234,0.31769465207879705
0.94,-65.00106273668916,0.052926131509765675,0.5961048017340738,0.3176945898832763
0.95,-65.00106680784462,0.05292612074785373,0.5961048641250175,0.31769452768836964
0.96,-65.00107082496118,0.052926109473571084,0.5961049266067412,0.3176944654952936
0.97,-65.00107478844266,0.05292609770432238,0.5961049891773317,0.31769440330526455
0.98,-65.00107869869302,0.05292608545751223,0.5961050518348759,0.317694341119499
0.99,-65.00108255611609,0.05292607275054528,0.5961051145774604,0.3176942789392133
1.0,-65.00108636111572,0.05292605960082617,0.5961051774031719,0.31769421676562404
1.01,-65.00109011409583,0.052926046025759524,0.5961052403100973,0.3176941545999476
1.02,-65.00109381546027,0.05292603204274999,0.5961053032963234,0.3176940924434004
1.03,-65.00109746561292,0.052926017669202186,0.5961053663599367,0.31769403029719884
1.04,-65.00110106495764,0.05292600292252076,0.5961054294990245,0.3176939681625596
1.05,-65.00110461389832,0.05292598782011034,0.596105492711673,0.3176939060406989
1.06,-65.00110811283884,0.05292597237937557,0.5961055559959693,0.3176938439328334
1.07,-65.00111156218304,0.052925956617721065,0.59610561935,0.3176937818401794
1.08,-65.00111496233484,0.05292594055255149,0.5961056827718518,0.31769371976395333
1.09,-65.00111831369809,0.05292592420127146,0.5961057462596117,0.3176936577053717
1.1,-65.00112161667667,0.0529259075812856,0.5961058098113663,0.317693595665651
1.11,-65.00112487167443,0.05292589070999856,0.5961058734252024,0.3176935336460076
1.12,-65.0011280790953,0.052925873604814974,0.5961059370992069,0.31769347164765804
1.13,-65.0011312393431,0.05292585628313947,0.5961060008314663,0.31769340967181864
1.14,-65.00113435282174,0.0529258387623767,0.5961060646200674,0.317693347719706
1.15,-65.00113741993506,0.05292582105993127,0.5961061284630972,0.31769328579253653
1.16,-65.00114044108697,0.052925803193207846,0.5961061923586424,0.3176932238915266
1.17,-65.0011434166813,0.05292578517961104,0.5961062563047895,0.3176931620178927
1.18,-65.00114634712197,0.05292576703654549,0.5961063202996256,0.3176931001728514
1.19,-65.00114923281286,0.052925748781415836,0.5961063843412372,0.317693038357619
1.2,-65.00115207415779,0.05292573043162671,0.5961064484277112,0.31769297657341194
1.21,-65.00115487156069,0.052925712004582764,0.5961065125571343,0.31769291482144685
1.22,-65.00115762542539,0.052925693517688596,0.5961065767275935,0.31769285310294
1.23,-65.0011603361558,0.052925674988348874,0.5961066409371752,0.31769279141910794
1.24,-65.00116300415577,0.05292565643396822,0.5961067051839662,0.3176927297711671
1.25,-65.00116562982919,0.05292563787195126,0.5961067694660536,0.31769266816033387
1.26,-65.00116821357992,0.052925619319702646,0.5961068337815238,0.3176926065878248
1.27,-65.00117075581184,0.052925600794627006,0.596106898128464,0.3176925450548562
1.28,-65.00117325692882,0.052925582314128965,0.5961069625049604,0.3176924835626448
1.29,-65.00117571733475,0.052925563895613176,0.5961070269091001,0.3176924221124067
1.3,-65.00117813743348,0.05292554555648426,0.5961070913389699,0.3176923607053586
1.31,-65.00118051762892,0.052925527314146854,0.5961071557926565,0.31769229934271687
1.32,-65.00118285832491,0.052925509186005595,0.5961072202682465,0.3176922380256979
1.33,-65.00118515992533,0.05292549118946512,0.5961072847638269,0.3176921767555183
1.34,-65.00118742283408,0.052925473341930054,0.5961073492774842,0.3176921155333944
1.35,-65.00118964745502,0.052925455660805046,0.5961074138073056,0.31769205436054265
1.36,-65.001191834192,0.05292543816349473,0.5961074783513773,0.31769199323817954
1.37,-65.00119398344894,0.05292542086740371,0.5961075429077866,0.3176919321675215
1.38,-65.00119609562965,0.05292540378993666,0.5961076074746199,0.317691871149785
1.39,-65.00119817113806,0.05292538694849821,0.5961076720499641,0.31769181018618653
1.4,-65.00120021037803,0.05292537036049297,0.5961077366319057,0.3176917492779425
1.41,-65.00120221375346,0.05292535404332559,0.5961078012185321,0.3176916884262692
1.42,-65.00120418166817,0.052925338014400705,0.5961078658079295,0.3176916276323834
1.43,-65.00120611452607,0.052925322291122956,0.5961079303981849,0.3176915668975014
1.44,-65.0012080143659,0.05292530689406381,0.5961079949876047,0.3176915062226963
1.45,-65.00120988506218,0.05292529173421184,0.5961080595777332,0.31769144560675355
1.46,-65.0012117187926,0.05292527672577801,0.59610812416793,0.3176913850499145
1.47,-65.0012135157207,0.05292526187114719,0.5961081887567337,0.31769132455306703
1.48,-65.00121527600999,0.05292524717270434,0.5961082533426827,0.31769126411709897
1.49,-65.00121699982395,0.052925232632834364,0.596108317924315,0.317691203742898
1.5,-65.00121868732613,0.0529252182539222,0.5961083825001695,0.31769114343135196
1.51,-65.00122033868001,0.05292520403835276,0.5961084470687841,0.3176910831833488
1.52,-65.00122195404911,0.05292518998851099,0.5961085116286976,0.31769102299977625
1.53,-65.00122353359696,0.05292517610678181,0.5961085761784481,0.31769096288152215
1.54,-65.00122507748704,0.05292516239555013,0.5961086407165742,0.3176909028294743
1.55,-65.00122658588289,0.05292514885720089,0.5961087052416143,0.3176908428445205
1.56,-65.001228058948,0.052925135494119015,0.5961087697521067,0.31769078292754854
1.57,-65.00122949684479,0.052925122308615534,0.5961088342465962,0.3176907230794415
1.58,-65.00123089971238,0.052925109301472775,0.5961088987237426,0.31769066330099777
1.59,-65.00123226772166,0.052925096475621346,0.5961089631819996,0.3176906035931677
1.6,-65.0012336010164,0.052925083832150215,0.5961090276199976,0.31769054395677093
1.61,-65.0012348997403,0.05292507137214839,0.5961090920363668,0.317690484392628
1.62,-65.00123616403718,0.052925059096704856,0.5961091564297374,0.31769042490155847
1.63,-65.00123739405078,0.0529250470069086,0.5961092207987398,0.31769036548438273
1.64,-65.00123858992482,0.052925035103848626,0.5961092851420043,0.3176903061419206
1.65,-65.0012397518031,0.05292502338861392,0.5961093494581614,0.3176902468749922
1.66,-65.00124087982937,0.05292501186229346,0.5961094137458411,0.3176901876844176
1.67,-65.00124197414736,0.05292500052597625,0.5961094780036738,0.3176901285710168
1.68,-65.00124303487816,0.05292498937910486,0.5961095422305456,0.317690069535422
1.69,-65.00124406217772,0.0529249784236827,0.5961096064249194,0.3176900105785761
1.7,-65.0012450562025,0.05292496766176656,0.5961096705852401,0.31768995170143505
1.71,-65.00124601708384,0.05292495709357725,0.5961097347102403,0.31768989290474375
1.72,-65.00124694495305,0.052924946719335564,0.5961097987986521,0.317689834189247
1.73,-65.00124783994143,0.05292493653926229,0.5961098628492085,0.3176897755556896
1.74,-65.00124870218029,0.05292492655357825,0.5961099268606418,0.3176897170048164
1.75,-65.00124953180095,0.05292491676250422,0.5961099908316846,0.3176896585373721
1.76,-65.0012503289347,0.052924907166261026,0.5961100547610695,0.3176896001541015
1.77,-65.00125109371288,0.05292489776506945,0.5961101186475289,0.3176895418557496
1.78,-65.00125182626675,0.052924888559150306,0.5961101824897954,0.3176894836430611
1.79,-65.00125252672767,0.05292487954872439,0.5961102462866017,0.31768942551678064
1.8,-65.00125319522694,0.0529248707340125,0.5961103100366801,0.31768936747765325
1.81,-65.00125383189582,0.05292486211523544,0.5961103737387634,0.3176893095264237
1.82,-65.00125443686568,0.05292485369261401,0.596110437391584,0.3176892516638367
1.83,-65.00125501026781,0.05292484546636901,0.5961105009938742,0.31768919389063716
1.84,-65.0012555522335,0.05292483743672124,0.596110564544367,0.3176891362075697
1.85,-65.00125606288579,0.05292482960323793,0.5961106280419657,0.3176890786152544
1.86,-65.00125654235602,0.05292482196620879,0.5961106914853044,0.3176890211145077
1.87,-65.00125699077263,0.052924814525652515,0.596110754873131,0.3176889637060625
1.88,-65.00125740826064,0.05292480728131409,0.5961108182042772,0.3176889063905913
1.89,-65.00125779494513,0.05292480023293848,0.5961108814775743,0.31768884916876666
1.9,-65.0012581509511,0.05292479338027068,0.5961109446918539,0.3176887920412608
1.91,-65.00125847640365,0.05292478672305567,0.5961110078459473,0.3176887350087462
1.92,-65.00125877142783,0.052924780261038445,0.5961110709386861,0.31768867807189544
1.93,-65.00125903614865,0.05292477399396397,0.5961111339689018,0.31768862123138064
1.94,-65.00125927069118,0.05292476792157722,0.5961111969354259,0.3176885644878744
1.95,-65.00125947518048,0.05292476204362321,0.5961112598370899,0.3176885078420491
1.96,-65.00125964974157,0.052924756359846906,0.5961113226727254,0.3176884512945772
1.97,-65.00125979449955,0.05292475086999328,0.5961113854411637,0.3176883948461309
1.98,-65.00125990957935,0.05292474557380103,0.5961114481412381,0.31768833849738154
1.99,-65.00125999510391,0.05292474047084372,0.5961115107718314,0.3176882822489641
2.0,-65.00125644299163,0.05292473555673568,0.596111573332446,0.3176882261010898
2.01,-64.90160799412817,0.0529377045481912,0.5961095855889439,0.31768957095744105
2.02,-64.80259968979355,0.05297578892252598,0.596103506412852,0.3176937088254891
2.03,-64.70422858799307,0.05303785366656902,0.5960933497664409,0.3177006260045491
2.04,-64.60647670600451,0.05312287930073378,0.5960791283147014,0.3177103095216429
2.05,-64.5093243323077,0.0532296737003615,0.5960608567981505,0.31772274524239313
2.06,-64.41275400310624,0.05335723761470186,0.5960385477956237,0.31773792025660336
2.07,-64.3167502344409,0.05350475462770124,0.596012211774921,0.3177558228388318
2.08,-64.22129754235243,0.05367140832330603,0.5959818592038415,0.31777644126363686
2.09,-64.12638044288154,0.05385638228546262,0.5959475005501844,0.31779976380557656
2.1,-64.031983452069,0.05405886009811739,0.5959091462817496,0.3178257787392092
2.11,-63.9380919679084,0.05427813366399427,0.5958668052914753,0.3178544752321522
2.12,-63.84469096705552,0.05451338859564938,0.5958204885020179,0.3178858413008467
2.13,-63.751766869287415,0.054764002389563166,0.5957702039104472,0.31791986662416927
2.14,-63.65930664475696,0.0550294276351065,0.5957159583547386,0.31795654153874126
2.15,-63.56729726361704,0.05530911692165022,0.5956577586728674,0.3179958563811844
2.16,-63.475725696020504,0.05560252283856518,0.5955956117028092,0.31803780148812016
2.17,-63.38457891212025,0.055909097975222206,0.5955295242825392,0.31808236719617006
2.18,-63.29384420376371,0.056228372783409135,0.5954595015578111,0.31812954481713324
2.19,-63.203508879746146,0.056559797757924225,0.5953855510519872,0.3181793242852441
2.2,-63.11356066874421,0.05690291654568075,0.595307678283308,0.31823169669286894
2.21,-63.02398766051182,0.05725737415501137,0.5952258864521689,0.31828665446995713
2.22,-62.93477794480286,0.0576228155942488,0.5951401787589646,0.31834419004645786
2.23,-62.84591961137126,0.057998885871725685,0.5950505584040907,0.3184042958523205
2.24,-62.757400749970884,0.058385229995774744,0.5949570285879424,0.3184669643174942
2.25,-62.66920945035566,0.05878149297472863,0.5948595925109148,0.31853218787192844
2.26,-62.58133370538029,0.05918739799132766,0.5947582506054608,0.31859996055428835
2.27,-62.493762061976675,0.059602568899195234,0.5946530078854709,0.31867027373665113
2.28,-62.40648296993078,0.060026712998468616,0.5945438663335421,0.31874312055560194
2.29,-62.31948471808432,0.06045961603675393,0.5944308249820233,0.31881849586343314
2.3,-62.232755595278995,0.060901063761657215,0.5943138828632635,0.3188963945124369
2.31,-62.14628389035653,0.0613508419207846,0.5941930390096115,0.3189768113549055
2.32,-62.06005789215864,0.06180873626174213,0.5940682924534161,0.31905974124313125
2.33,-61.974065889527026,0.062274532532135905,0.5939396422270259,0.31914517902940626
2.34,-61.88829617130341,0.06274801647957198,0.5938070873627903,0.3192331195660229
2.35,-61.80273608762998,0.06322906378384889,0.5936706213787714,0.31932356088195746
2.36,-61.717375187021126,0.06371740480416464,0.5935302485802514,0.31941649480778617
2.37,-61.63220167934338,0.06421288362817418,0.5933859657417558,0.31951191751032304
2.38,-61.547203225727124,0.06471539026212625,0.5932377666163499,0.3196098268955207
2.39,-61.462367487302764,0.06522481471226961,0.5930856449570989,0.3197102208693319
2.4,-61.37768212520068,0.06574104698485302,0.5929295945170684,0.3198130973377091
2.41,-61.29313480055127,0.06626397708612532,0.5927696090493239,0.31991845420660503
2.42,-61.20871317448494,0.06679349502233521,0.5926056823069302,0.3200262893819723
2.43,-61.12440490813207,0.06732949079973147,0.5924378080429533,0.3201366007697635
2.44,-61.04019766262305,0.0678718544245629,0.5922659800104584,0.32024938627593147
2.45,-60.956076821219156,0.0684205655636247,0.59209018254686,0.32036464910535445
2.46,-60.87203289323441,0.06897544383059136,0.5919104196590401,0.3204823814570113
2.47,-60.78805258855334,0.06953643821471153,0.5917266803871676,0.3206025839142587
2.48,-60.70412204487559,0.070103517736418,0.5915389514971727,0.32072525833612503
2.49,-60.620227399900834,0.07067665141614374,0.5913472197549868,0.3208504065816386
2.5,-60.53635479132874,0.07125580827432157,0.5911514719265406,0.3209780305098282
2.51,-60.45249035685896,0.07184095733138433,0.5909516947777648,0.32110813197972204
2.52,-60.368620234191155,0.07243206760776498,0.5907478750745904,0.32124071285034855
2.53,-60.28473056102499,0.07302910812389632,0.590539999582948,0.3213757749807363
2.54,-60.20080747506013,0.07363204790021126,0.5903280550687686,0.3215133202299137
2.55,-60.11683439060962,0.07424090942313608,0.5901120191283862,0.3216533554193848
2.56,-60.03279901438438,0.07485564781186504,0.5898918830696053,0.32179588002998716
2.57,-59.94868885818869,0.07547622217232518,0.589667637606368,0.3219408938487279
2.58,-59.86448733775318,0.07610266838854346,0.5894392598352683,0.3220884040116173
2.59,-59.78017786880851,0.07673502234454668,0.5892067268529002,0.32223841765466565
2.6,-59.695743867085305,0.07737331992436185,0.5889700157558574,0.3223909419138832
2.61,-59.6111687483142,0.07801759701201576,0.5887291036407338,0.32254598392528006
2.62,-59.526435928225844,0.07866788949153541,0.5884839676041234,0.3227035508248667
2.63,-59.44152882255088,0.07932423324694762,0.5882345847426199,0.3228636497486531
2.64,-59.356430847019936,0.07998666416227937,0.5879809321528171,0.3230262878326498
2.65,-59.27112541736366,0.08065521812155746,0.5877229869313092,0.3231914722128668
2.66,-59.185590692298355,0.08132999977884323,0.587460710462828,0.3233592181765401
2.67,-59.09981434043037,0.08201100249872102,0.587194091792871,0.32352952679672214
2.68,-59.01378023478788,0.08269826650674737,0.5869231089345288,0.3237024048138755
2.69,-58.92746730062393,0.08339189447112554,0.5866477252694847,0.32387786653117695
2.7,-58.8408544631915,0.08409198906005896,0.5863679041794226,0.3240559262518032
2.71,-58.753920647743634,0.08479865294175097,0.5860836090460256,0.32423659827893075
2.72,-58.66664477953334,0.085511988784405,0.5857948032509773,0.32441989691573647
2.73,-58.579005783813635,0.08623209925622433,0.5855014501759611,0.324605836465397
2.74,-58.49098258583753,0.08695908702541243,0.5852035132026604,0.32479443123108903
2.75,-58.402554110858034,0.0876930547601726,0.5849009557127587,0.3249856955159892
2.76,-58.31369928412816,0.08843410512870822,0.5845937410879395,0.32517964362327434
2.77,-58.224391899965916,0.08918239523134235,0.5842818186141633,0.32537629688775116
2.78,-58.13461431442801,0.0899380001883623,0.5839651605004276,0.3255756653631232
2.79,-58.04434208057236,0.0907010628299422,0.583643720683383,0.3257777681203491
2.8,-57.95354787641345,0.09147175525312336,0.583317445297396,0.3259826280988486
2.81,-57.8622043799658,0.09225024955494722,0.5829862804768328,0.3261902682380415
2.82,-57.7702842692439,0.09303671783245508,0.5826501723560595,0.3264007114773476
2.83,-57.677760222262236,0.09383133218268844,0.5823090670694427,0.32661398075618686
2.84,-57.58460491703533,0.09463426470268854,0.5819629107513482,0.32683009901397897
2.85,-57.49079103157764,0.09544568748949687,0.5816116495361427,0.3270490891901438
2.86,-57.39628234509069,0.09626585503454212,0.581255206562726,0.3272709852886889
2.87,-57.30106118875,0.09709485560704798,0.5808935524232595,0.32749579865272715
2.88,-57.20509297647108,0.09793293053214157,0.580526614553364,0.3277235612387082
2.89,-57.108341593755334,0.09878033502646329,0.5801543164712217,0.32795430687839267
2.9,-57.01077092610421,0.09963732430665345,0.5797765816950153,0.3281880694035411
2.91,-56.91234485901909,0.10050415358935248,0.5793933337429275,0.32842488264591424
2.92,-56.81302727800143,0.10138107809120063,0.5790044961331405,0.3286647804372726
2.93,-56.71278206855262,0.10226835302883834,0.5786099923838373,0.32890779660937686
2.94,-56.611572478455486,0.10316623901877449,0.5782097444551101,0.32915396571457645
2.95,-56.509355169917306,0.10407505405002736,0.5778036580608167,0.3294033298969094
2.96,-56.40609784084665,0.10499502373442292,0.57739166590663,0.3296559188531655
2.97,-56.3017526466988,0.10592650443237163,0.5769736628682365,0.3299117797270386
2.98,-56.1962717429291,0.10686985250428367,0.5765495438213214,0.3301709596622227
2.99,-56.08960728499285,0.10782542431056952,0.5761192036415708,0.33043350580241176
3.0,-55.981711428345385,0.10879357621163935,0.5756825372046706,0.3306994652912998
3.01,-55.87253632844201,0.10977466456790355,0.5752394393863061,0.3309688852725806
3.02,-55.76202425267451,0.1107691261354787,0.5747897815860092,0.3312418234614775
3.03,-55.65013579483666,0.11177725099246237,0.574333478567758,0.3315183182141705
3.04,-55.53680972725215,0.11279950443209463,0.5738703937649812,0.33179843082155713
3.05,-55.421982251548314,0.11383637245635692,0.5734003845377478,0.3320822252944251
3.06,-55.305589569352456,0.11488834106723074,0.5729233082461265,0.33236976564356197
3.07,-55.18756788229193,0.11595589626669754,0.5724390222501867,0.33266111587975516
3.08,-55.06785339199404,0.11703952405673891,0.5719473839099971,0.3329563400137922
3.09,-54.946370465201916,0.11813980265927118,0.5714482232720541,0.33325551393734976
3.1,-54.8230638263332,0.11925715365883956,0.5709414172829724,0.33355869335562743
3.11,-54.697856219552015,0.12039216797334945,0.5704267927402606,0.3338659556082069
3.12,-54.5706600541972,0.12154551655806295,0.5699041526787095,0.3341773883219404
3.13,-54.441387739607585,0.12271787036824196,0.5693733001331104,0.33449307912368004
3.14,-54.30995168512198,0.12390990035914855,0.5688340381382543,0.33481311564027805
3.15,-54.17626430007925,0.12512227748604463,0.5682861697289322,0.3351375854985867
3.16,-54.04023097942016,0.12635572550796026,0.5677294821472658,0.335466582958909
3.17,-53.90176086647844,0.12761094113124472,0.5671637712311648,0.3358001988580994
3.18,-53.760750012918365,0.12888871813823563,0.566588803723079,0.3361385361558972
3.19,-53.61707935249906,0.13018996346447737,0.5660043123770663,0.33648171201629745
3.2,-53.470629818979596,0.13151558404551464,0.5654100299471839,0.3368298436032951
3.21,-53.3212823461191,0.13286648681689192,0.5648056891874897,0.337183048080885
3.22,-53.168906029799224,0.13424366540733362,0.5641909965030463,0.33754145334904834
3.23,-53.01338547308016,0.1356480010189216,0.5635656930820183,0.3379051733691587
3.24,-52.85457590752611,0.1370805873443579,0.5629294554393675,0.33827434824487473
3.25,-52.69231571323783,0.1385426408277424,0.5622819226623919,0.33864913325309703
3.26,-52.52644327031602,0.14003537791317525,0.56162273383839,0.33902968367072606
3.27,-52.35679695886143,0.14156001504475657,0.5609515280546601,0.33941615477466264
3.28,-52.18320302806727,0.14311785515700767,0.5602679177792028,0.33980871237256144
3.29,-52.005492179966545,0.14471016957322413,0.5595715259335227,0.3402075183487984
3.3,-51.82345732951609,0.14633849616723968,0.5588618927473101,0.3406127670080962
3.31,-51.6368818235769,0.14800444065547513,0.558138537413849,0.3410246609187176
3.32,-51.44554900901002,0.14970960875435105,0.5574009791264236,0.34144340264892564
3.33,-51.24922388667521,0.1514557339834668,0.5566486969892926,0.3418692102129171
3.34,-51.04768639977015,0.1532444454210461,0.5558812037708656,0.3423022888626447
3.35,-50.84065427555517,0.15507780107531138,0.5550978767012751,0.3427428955934364
3.36,-50.627838206316305,0.15695790767578666,0.5542980776211752,0.3431912932886622
3.37,-50.40894888433962,0.15888687195199616,0.5534811683712197,0.34364774483169186
3.38,-50.183677300160745,0.16086693415182957,0.552646468330446,0.34411252905984013
3.39,-49.95169604443672,0.16290045719722024,0.5517932579388646,0.3445859394212021
3.4,-49.71263020989403,0.16499012386846879,0.5509207146321097,0.3450683077375012
3.41,-49.46609798110142,0.16713866289606139,0.5500280008897029,0.3455599713394998
3.42,-49.21170971544663,0.16934885512227507,0.5491142627051938,0.34606127370157297
3.43,-48.94902365980151,0.17162382326391565,0.5481785345402759,0.34657259911066335
3.44,-48.67755892515501,0.1739669484259121,0.5472197663655157,0.34709436282035183
3.45,-48.39682006122105,0.17638170647431373,0.5462368768846431,0.3476269914474413
3.46,-48.10630176582368,0.1788716361899145,0.5452287645017533,0.34817091889746377
3.47,-47.80540580722548,0.18144087442415757,0.5441941294017306,0.3487266507388764
3.48,-47.49350848314739,0.18409372280165645,0.54313161717022,0.3492947123314087
3.49,-47.169964748269265,0.18683461832739168,0.5420398282800097,0.349875645265101
3.5,-46.834070982178815,0.1896683664749325,0.5409172402621978,0.35047003514150327
